Ticket name,College,City
Touch and Augmented Reality,"BNMIT,Bengaluru",Bangalore
Automobile and IC Engine Design,"Amrita School of Engineering, Bangalore",Bangalore
Automobile and IC Engine Design,"Amrita School of Engineering, Bangalore",Bangalore
Big Data,Sathyabama university,Chennai
Big Data,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
General Registration,GUNTUR,Guntur
General Registration,"Ajay Kumar Garg Engineering College, Ghaziabad",Ghaziabad
Touch and Augmented Reality,"Ajay Kumar Garg Engineering College, Ghaziabad",Ghaziabad
Pravega Accommodation for 2 nights,"Ajay Kumar Garg Engineering College, Ghaziabad",Ghaziabad
Pravega Accommodation for 2 nights,Acharya institute of technology,Bangalore
Pravega Accommodation for 2 nights,Acharya institute of technology,Bangalore
Pravega Accommodation for 2 nights,Acharya institute of technology,Bangalore
Touch and Augmented Reality,MSRIT/Bangalore,Bangalore
Touch and Augmented Reality,MSRIT/Bangalore,Bangalore
Android Controlled Robotics,"jawarharlal nehru technologival university ,ananthapur",Anantapur
Theatre Improv,"M.S.Ramaiah Institute of Technology, Bangalore",Bangalore
Automobile and IC Engine Design,Vignan institute of science and techonology,Bangalore
Big Data,"Sree vidyanikethan engineering college,Tirupati",Tirupati
General Registration,Ajay Kumar Garg Engineering College,Bangalore
Pravega Accommodation for 2 nights,Ajay Kumar Garg Engineering College,Bangalore
Touch and Augmented Reality,Ajay Kumar Garg Engineering College,Bangalore
Touch and Augmented Reality,"RVR&JCCE,GUNTUR",Guntur
Touch and Augmented Reality,RVR&JCCE,Guntur
Big Data,"sree vidyanikethan engineering college, Tirupati",Tirupati
Android Controlled Robotics,Bangalore,Bangalore
Cyber Forensics,"PES University, Bangalore",Bangalore
Automobile and IC Engine Design,PSG Institute of Technology and Applied Research / Coimbatore,Coimbatore
Pravega Accommodation for 2 nights,PSG Institute of Technology and Applied Research / Coimbatore,Coimbatore
Big Data,RVR&JC college of enginnering,Guntur
Big Data,Tirupati,Tirupati
Theatre Improv,NMIT,Bangalore
Android Controlled Robotics,JNTU COLLEGE OF ENGINEERING ANANTHAPUR,Anantapur
Android Controlled Robotics,JNTU ANANTAPUR,Anantapur
Android Controlled Robotics,"Gitam University, Bangalore",Bangalore
Android Controlled Robotics,"PES University, Bangalore",Bangalore
General Registration,Sathyabama university,Chennai
Cyber Forensics,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Touch and Augmented Reality,R.V.R&J.C.\Guntur,Guntur
Game Development using Virtual Reality,PES University,Bangalore
Big Data,B N M INSTITUTE OF TECHNOLOGY,Bangalore
Touch and Augmented Reality,Gitam University/ Bangalore,Bangalore
Automobile and IC Engine Design,PES University/ Bengaluru,Bangalore
Cyber Forensics,GITAM University Bengaluru,Bangalore
Pravega Accommodation for 2 nights,GITAM University Bengaluru,Bangalore
Pravega Accommodation for 2 nights,National Institute of Technology Karnataka,Bangalore
Automobile and IC Engine Design,"The National institute of engineering,Mysore",Mysore
Game Development using Virtual Reality,"Acharya Institute of Technology,Bangalore",Bangalore
Game Development using Virtual Reality,"Acharya Institute of Technology, Bangalore",Bangalore
Game Development using Virtual Reality,"Acharya Institute of Technology,Bangalore",Bangalore
Android Controlled Robotics,JNTU COLLEGE OF ENGINEERING ANANTHAPUR,Anantapur
Android Controlled Robotics,JNTU COLLEGE OF ENGINEERING ANANTHAPUR,Anantapur
Automobile and IC Engine Design,PSG Institute of Technology and Applied Research / Coimbatore,Coimbatore
Pravega Accommodation for 2 nights,PSG Institute of Technology and Applied Research / Coimbatore,Coimbatore
Automobile and IC Engine Design,"PSG Institute of Technology and Applied Research, Coimbatore",Coimbatore
Pravega Accommodation for 2 nights,"PSG Institute of Technology and Applied Research, Coimbatore",Coimbatore
Drone Photography,YSR ENGINEERING COLLEGE OF YOGIVEMANNA UNIVERSITY,Bangalore
Cyber Forensics,RVCE,Bangalore
General Registration,R.V College of Engineering / Bangalore,Bangalore
General Registration,Visakhapatnam,Bangalore
General Registration,Guntur,Guntur
Pravega Accommodation for 2 nights,Visakhapatnam,Bangalore
Pravega Accommodation for 2 nights,Guntur,Guntur
Drone Photography,Jntua engineering college of kalikiri,Bangalore
Cyber Forensics,st.marys groups of instutions chebrolu,Bangalore
Drone Photography,YSR ENGINEERING COLLEGE OF YOGIVEMUNA UNIVERSITY,Bangalore
Cyber Forensics,Amrita School of Engineering/ Bangalore,Bangalore
General Registration,"St. Joseph's College (Autonomous), Bangalore",Bangalore
General Registration,PVP Siddhartha institute of technology. Vijayawada,Bangalore
General Registration,"PSG College of Arts and Science,Coimbatore",Coimbatore
General Registration,"PSG College of Arts and Science,Coimbatore",Coimbatore
General Registration,"PSG College of Arts and Science,Coimbatore",Coimbatore
Quadcopter Workshop,"B.M.S.College of Engineering,Bangaluru",Bangalore
Big Data,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Android Controlled Robotics,Bangalore,Bangalore
General Registration,"PESIT SOUTH CAMPUS, BANGALORE",Bangalore
Android Controlled Robotics,"PESIT SOUTH CAMPUS, BANGALORE",Bangalore
Pravega Accommodation for 2 nights,"PESIT south campus, bangalore",Bangalore
Android Controlled Robotics,Jntua college of engineering anatapur,Bangalore
Android Controlled Robotics,Jntua college of engineering,Bangalore
Big Data,VVIT COLLEGE OF ENGINEERING,Bangalore
Drone Photography,jntu college of engineering pulivendula,Bangalore
Pravega Accommodation for 2 nights,"sree vidyanikethan engineering college, tirupati",Tirupati
Pravega Accommodation for 2 nights,"sree vidyanikethan engineering college,tirupati",Tirupati
Drone Photography,YSR ENGINEERING COLLEGE OF YOGIVEMUNA UNIVERSITY,Bangalore
Touch and Augmented Reality,VASIREDDY VENKATADRI INSTITUTE OF TECHNOLOGY,Bangalore
Cyber Forensics,GITAM UNIVERSITY,Bangalore
Cyber Forensics,GITAM UNIVERSITY,Bangalore
Cyber Forensics,GITAM UNIVERSITY,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University / Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam University/ Bangalore,Bangalore
Automobile and IC Engine Design,Dr.AIT,Bangalore
Automobile and IC Engine Design,JSS Academy Of Technical Education Bengaluru,Bangalore
Android Controlled Robotics,PES University,Bangalore
Automobile and IC Engine Design,GITAM SCHOOL OF TECHNOLOGY,Bangalore
Automobile and IC Engine Design,GITAM school of technology,Bangalore
Automobile and IC Engine Design,GITAM school of technology,Bangalore
Game Development using Virtual Reality,"SIr MVIT, Bengaluru",Bangalore
Automobile and IC Engine Design,GITAM School of technology,Bangalore
Touch and Augmented Reality,Gitam University/ Bangalore,Bangalore
Touch and Augmented Reality,Gitam University/ Bangalore,Bangalore
Big Data,BANGALORE,Bangalore
Game Development using Virtual Reality,JNTUA College of Engineering Anantapuramu,Anantapur
Game Development using Virtual Reality,JNTUA College Of Engineering Anantapuramu,Anantapur
Cyber Forensics,GITAM UNIVERSITY,Bangalore
Cyber Forensics,GITAM UNIVERSITY,Bangalore
Quadcopter Workshop,Mysore,Mysore
Quadcopter Workshop,Mysuru,Mysore
Quadcopter Workshop,Mysuru,Mysore
Quadcopter Workshop,Mysuru,Mysore
Quadcopter Workshop,"SJCE, Mysore",Mysore
Cyber Forensics,AMRITHA SCHOOL OF ENG,Bangalore
Android Controlled Robotics,GITAM UNIVERSITY,Bangalore
Android Controlled Robotics,GITAM UNIVERSITY,Bangalore
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
General Registration,"AKS University, Satna (M.P.) INDIA 485001",Satna
Game Development using Virtual Reality,"GITAM School of Technology,Bangalore",Bangalore
Game Development using Virtual Reality,"GITAM School of Technology,Bangalore",Bangalore
Game Development using Virtual Reality,"GITAM School of Technology,Bangalore",Bangalore
Game Development using Virtual Reality,"GITAM School of Technology,Bangalore",Bangalore
Spray Paint Art,"IISc, Bengalore",Bangalore
Android Controlled Robotics,gitam university/bangalore,Bangalore
Touch and Augmented Reality,"GITAM School of Technology,Bangalore",Bangalore
Touch and Augmented Reality,"GITAM School of Technology,Bangalore",Bangalore
Game Development using Virtual Reality,"GITAM UNIVERSITY,BANGALORE",Bangalore
Android Controlled Robotics,"GITAM School of Technology,Bangalore",Bangalore
Touch and Augmented Reality,GITAM UNIVERSITY,Bangalore
Pravega Accommodation for 2 nights,GITAM UNIVERSITY,Bangalore
Quadcopter Workshop,SRI Jayachamarajendra College of Engineering,Bangalore
Quadcopter Workshop,SRI Jayachamarajendra College of Engineering,Bangalore
Quadcopter Workshop,SRI Jayachamarajendra College of Engineering,Bangalore
Touch and Augmented Reality,"GITAM School of Technology,Bangalore",Bangalore
Cyber Forensics,"GITAM School of Technology,Bangalore",Bangalore
Automobile and IC Engine Design,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH/COIMBATORE,Coimbatore
Automobile and IC Engine Design,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH/COIMBATORE,Coimbatore
Cyber Forensics,"GITAM School of Technology,Bangalore",Bangalore
Pravega Accommodation for 2 nights,Gitam university/ Bangalore,Bangalore
Pravega Accommodation for 2 nights,Gitam university/ Bangalore,Bangalore
Quadcopter Workshop,KUMARAGURU COLLEGE OF TECHNOLOGY/COIMBATORE,Coimbatore
Quadcopter Workshop,KUMARAGURU COLLEGE OF TECHNOLOGY/COIMBATORE,Coimbatore
Quadcopter Workshop,KUMARAGURU COLLEGE OF TECHNOLOGY/COIMBATORE,Coimbatore
Quadcopter Workshop,KUMARAGURU COLLEGE OF TECHNOLOGY/COIMBATORE,Coimbatore
Quadcopter Workshop,KUMARAGURU COLLEGE OF TECHNOLOGY/COIMBATORE,Coimbatore
Touch and Augmented Reality,"Vidyavardhaka college of engineering, mysore",Mysore
Quadcopter Workshop,Sjce,Bangalore
Cyber Forensics,RVCE Bangalore,Bangalore
Big Data,JSSATE,Bangalore
Big Data,JSSATE,Bangalore
Game Development using Virtual Reality,PES University,Bangalore
Automobile and IC Engine Design,JNTU PULIVENDULA,Bangalore
Automobile and IC Engine Design,JNTU PULIVENDULA,Bangalore
Pravega Accommodation for 2 nights,JNTU PULIVENDULA,Bangalore
Pravega Accommodation for 2 nights,JNTU PULIVENDULA,Bangalore
Cyber Forensics,"R.V.College Of Engineering, Bangalore",Bangalore
Big Data,"GITAM UNIVERSITY, BENGALURU",Bangalore
Cyber Forensics,RV College,Bangalore
Big Data,Gitam university,Bangalore
Quadcopter Workshop,Sjce,Bangalore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Big Data,MVIT/BANGALORE,Bangalore
Automobile and IC Engine Design,UVCE / BANGALORE,Bangalore
Quadcopter Workshop,"JSS STU, Mysore",Mysore
Quadcopter Workshop,"JSS STU, Mysore",Mysore
Quadcopter Workshop,"JSS STU, Mysore",Mysore
Quadcopter Workshop,"JSS STU, Mysore",Mysore
Quadcopter Workshop,"JSS STU, Mysore",Mysore
General Registration,"Government Engineering College, Hassan.",Hassan
General Registration,"Government Engineering College, Hassan.",Hassan
Automobile and IC Engine Design,Government Engineering College Hassan,Hassan
Automobile and IC Engine Design,Government Engineering College Hassan,Hassan
Automobile and IC Engine Design,JNTUA college of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Automobile and IC Engine Design,JNTUA college of Engineering Anantapuramu,Anantapur
Game Development using Virtual Reality,Sree vidyaniketan Engineering college,Bangalore
Game Development using Virtual Reality,Sree vidyanikenthan Engineering college,Bangalore
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Automobile and IC Engine Design,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
General Registration,IIIT-Bangalore,Bangalore
General Registration,IIIT-Bangalore,Bangalore
Big Data,sree vidyanikethan engineering college,Bangalore
Automobile and IC Engine Design,"D.M.S.S.V.H College of Engineering,Machilipatnam",Machilipatnam
Automobile and IC Engine Design,"D.M.S.S.V.H College of Engineering,Machilipatnam",Machilipatnam
Automobile and IC Engine Design,"D.M.S.S.V.H College of Engineering,Machilipatnam",Machilipatnam
Automobile and IC Engine Design,"D.M.S.S.V.H College of Engineering,Machilipatnam",Machilipatnam
Automobile and IC Engine Design,"D.M.S.S.V.H College of Engineering,Machilipatnam",Machilipatnam
Automobile and IC Engine Design,"D.M.S.S.V.H College of Engineering,Machilipatnam",Machilipatnam
Android Controlled Robotics,National Institute of Open Schooling,Bangalore
Big Data,Sree vidyanikethan engineering college,Bangalore
Touch and Augmented Reality,GITAM UNIVERSITY,Bangalore
Touch and Augmented Reality,GITAM UNIVERSITY,Bangalore
Automobile and IC Engine Design,JNTUA College of Engineering Anantapuramu,Anantapur
Touch and Augmented Reality,GITAM UNIVERSITY,Bangalore
Automobile and IC Engine Design,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH/COIMBATORE,Coimbatore
Pravega Accommodation for 2 nights,PSG INSTITUTE OF TECHNOLOGY AND APPLIED RESEARCH/COIMBATORE,Coimbatore
Pravega Accommodation for 2 nights,ERODE,Bangalore
Pravega Accommodation for 2 nights,Sree vidyanikethan engineering college,Bangalore
Cyber Forensics,sree vidyanikethan engineering college,Bangalore
Touch and Augmented Reality,GITAM UNIVERSITY,Bangalore
Pravega Accommodation for 2 nights,GITAM UNIVERSITY,Bangalore
Touch and Augmented Reality,GITAM UNIVERSITY,Bangalore
Pravega Accommodation for 2 nights,GITAM UNIVERSITY,Bangalore
Touch and Augmented Reality,RVCE,Bangalore
Touch and Augmented Reality,RVCE,Bangalore
General Registration,University of Hyderabad / Hyderabad,Hyderabad
Automobile and IC Engine Design,"DMS SVH COLLEGE OF ENGINEERING,MACHILIPATNAM",Machilipatnam
Automobile and IC Engine Design,"DMS SVH COLLEGE OF ENGINEERING,MACHILIPATNAM",Machilipatnam
Automobile and IC Engine Design,"DMS SVH COLLEGE OF ENGINEERING,MACHILIPATNAM",Machilipatnam
Automobile and IC Engine Design,"DMS SVH COLLEGE OF ENGINEERING,MACHILIPATNAM",Machilipatnam
Automobile and IC Engine Design,"DMS SVH COLLEGE OF ENGINEERING,MACHILIPATNAM",Machilipatnam
Automobile and IC Engine Design,"DMS SVH COLLEGE OF ENGINEERING,MACHILIPATNAM",Machilipatnam
Big Data,sree vidyanikethan engineering college,Bangalore
Big Data,sree vidyanikethan engineering college,Bangalore
Automobile and IC Engine Design,Amrita Shcool of Engineering,Bangalore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Quadcopter Workshop,"SJCE,Mysore",Mysore
Touch and Augmented Reality,D.M.S.S.V.H College of engineering/machilipatnam,Machilipatnam
General Registration,"Sir M Visvesvaraya Institute of Technology, Bangalore",Bangalore
General Registration,"PES University, Bangalore",Bangalore
General Registration,MS Ramaiah Institute of Technology,Bangalore
General Registration,Jawaharlal Nehru technological university,Bangalore
Big Data,Jawaharlal Nehru technological university,Bangalore
Quadcopter Workshop,"Sri Jayachamarajendra college of engineering, Mysuru",Mysore
Quadcopter Workshop,"Sri Jayachamarajendra college of engineering, Mysuru",Mysore
General Registration,MSRIT,Bangalore
Quadcopter Workshop,"SJCE,MYSORE",Mysore
Quadcopter Workshop,Likith MC,Bangalore
Quadcopter Workshop,SJCE Mysore,Mysore
Quadcopter Workshop,SJCE mysuru,Mysore
Quadcopter Workshop,"SJCE, MYSORE",Mysore
Quadcopter Workshop,Bijapur,Bijapur
Pravega Accommodation for 2 nights,"Sree vidyanikethan engineering college,tirupati",Tirupati
Pravega Accommodation for 2 nights,"Sree vidyanikethan engineering college,tirupati",Tirupati
Quadcopter Workshop,SJCE Mysore,Mysore
Quadcopter Workshop,SJCE Mysore,Mysore
Quadcopter Workshop,Mysuru,Mysore
Quadcopter Workshop,Mysore,Mysore
Quadcopter Workshop,Mysore,Mysore
Quadcopter Workshop,Mysore,Mysore
Quadcopter Workshop,"SJCE, Mysore",Mysore
Quadcopter Workshop,"SJCE, Mysore",Mysore
Quadcopter Workshop,SJCE,Bangalore
Quadcopter Workshop,SJCE MYSORE,Mysore
Quadcopter Workshop,mysore,Mysore
Big Data,sri vidyaniketan tirupati,Tirupati
General Registration,MSRIT Bengaluru,Bangalore
Automobile and IC Engine Design,Vidyavardaga College of Engineering,Bangalore
Quadcopter Workshop,"Sri Jayachamarajendra College of Engineering, Mysuru",Mysore
Big Data,"SJCE, Mysore",Mysore
Big Data,sree vidyanikethan engineering college,Bangalore
Big Data,sree vidyanikethan engineering college,Bangalore
Big Data,"Sri Jayachamarajendra college of engineering,Mysore",Mysore
Big Data,"Sri Jayachamarajendra college of engineering, Mysore",Mysore
Big Data,"SJCE,Mysore",Mysore
Big Data,Sir MVIT/Bangalore,Bangalore
Pravega Accommodation for 2 nights,sree vidyanikethan engineering college,Bangalore
Pravega Accommodation for 2 nights,sree vidyanikethan engineering college,Bangalore
Pravega Accommodation for 2 nights,sree vidyanikethan engineering college,Bangalore
Pravega Accommodation for 2 nights,sree vidyanikethan engineering college,Bangalore
Pravega Accommodation for 2 nights,Jawaharlal Nehru technological university,Bangalore
Quadcopter Workshop,Sjce/ mysore,Mysore
Android Controlled Robotics,PES university Bangalore,Bangalore
Quadcopter Workshop,Mysore,Mysore
Android Controlled Robotics,"RVCE, Bangalore",Bangalore
Pravega Accommodation for 2 nights,sree vidyanikethan engineering college,Bangalore
Quadcopter Workshop,"Sjce, Mysuru",Mysore
Quadcopter Workshop,"Sri Jayachamrajendra college of engineering, Mysore",Mysore
Quadcopter Workshop,"Sjce, Mysuru",Mysore
General Registration,JNTU college of engineering Anantapur AndhraPradesh,Anantapur
Big Data,JNTU college of engineering Anantapur AndhraPradesh,Anantapur
Quadcopter Workshop,"Sri Jayachamarajendra College of Engineering, Mysore",Mysore
Touch and Augmented Reality,Acharya institutes of technology/Bangalore,Bangalore
Android Controlled Robotics,"GITAM University,Bengaluru rural",Bangalore
Android Controlled Robotics,"GITAM University,Bengaluru rural",Bangalore
Android Controlled Robotics,"GITAM University,Bengaluru rural",Bangalore
Pravega Accommodation for 2 nights,"GITAM University,Bengaluru rural",Bangalore
Pravega Accommodation for 2 nights,"GITAM University,Bengaluru rural",Bangalore
Pravega Accommodation for 2 nights,"GITAM University,Bengaluru rural",Bangalore
Big Data,"SJCE, Mysore",Mysore
Big Data,"SJCE, Mysore",Mysore
Quadcopter Workshop,Sjce mysore,Mysore
Big Data,SJCE /Mysore,Mysore
General Registration,PESIT South Campus,Bangalore
Game Development using Virtual Reality,PESIT South Campus,Bangalore
Big Data,Bengaluru,Bangalore
Big Data,MVJCE/ bangalore,Bangalore
Touch and Augmented Reality,"Gitam university ,Nagdenahalli,Doddaballapur,561203",Nagdenahalli
Android Controlled Robotics,PES UNIVERSITY/BANGALORE,Bangalore
Game Development using Virtual Reality,"Sree vidyanikethan engineering college,tirupati",Tirupati
Game Development using Virtual Reality,"Sree vidyanikethan engineering college,tirupati",Tirupati
General Registration,R.V. College Of Engineering,Bangalore
Spray Paint Art,Indian institute of science/Bangalore,Bangalore
Pravega Accommodation for 2 nights,"Sree vidyanikethan engineering college, tirupati",Tirupati
Pravega Accommodation for 2 nights,"Sree vidyanikethan engineering college, tirupati",Tirupati
Drone Photography,Machilipatnam,Machilipatnam
Automobile and IC Engine Design,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Quadcopter Workshop,SREE VIDYANIKETHAN ENGINEERING COLLEGE/TIRUPATI,Tirupati
Quadcopter Workshop,SREE VIDYANIKETHAN ENGINEERING COLLEGE/TIRUPATI,Tirupati
General Registration,RGUKT RK VALLEY,Bangalore
Android Controlled Robotics,RGUKT RK VALLEY,Bangalore
General Registration,RGUKT RK VALLEY,Bangalore
Android Controlled Robotics,RGUKT RK VALLEY,Bangalore
Big Data,Mysore,Mysore
Pravega Accommodation for 2 nights,Mysore,Mysore
General Registration,RGUKT RK VALLEY,Bangalore
Cyber Forensics,RV college of engineering,Bangalore
Cyber Forensics,JNTUA college of Engineering Anantapuramu,Anantapur
Cyber Forensics,JNTUA College of Engineering Anantapuramu,Anantapur
Cyber Forensics,JNTUA College of Engineering Anantapuramu,Anantapur
Cyber Forensics,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Cyber Forensics,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Cyber Forensics,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Cyber Forensics,JNTUA College of Engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,JNTUA College of Engineering Anantapuramu,Anantapur
Big Data,Sathyabama university,Chennai
Big Data,Sathyabama university,Chennai
Big Data,Sathyabama university,Chennai
Big Data,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Pravega Accommodation for 2 nights,Sathyabama university,Chennai
Big Data,SATHYABAMA UNIVERSITY,Chennai
Pravega Accommodation for 2 nights,SATHYABAMA UNIVERSITY,Chennai
Big Data,SATHYABAMA UNIVERSITY,Chennai
Big Data,SATHYABAMA UNIVERSITY,Chennai
Pravega Accommodation for 2 nights,SATHYABAMA UNIVERSITY,Chennai
Pravega Accommodation for 2 nights,SATHYABAMA UNIVERSITY,Chennai
Cyber Forensics,sree vidyanikethan engineering college,Bangalore
Automobile and IC Engine Design,"D.M.S.S.V.H COLLEGE OF ENGINEERING,Machilipatnam.",Machilipatnam
General Registration,UVCE,Bangalore
Automobile and IC Engine Design,GITAM UNIVERSITY/DODDABALLAPURA,Doddaballapur
Android Controlled Robotics,RV College of Engineering,Bangalore
Android Controlled Robotics,RV College of Engineering,Bangalore
Pravega Accommodation for 2 nights,"JNTUA College Of Engineering, Anantapuramu",Anantapur
Pravega Accommodation for 2 nights,"JNTUA College Of Engineering, Anantapuramu",Anantapur
Big Data,PESIT,Bangalore
Big Data,"SJCE, Mysore",Mysore
Android Controlled Robotics,RV College of Engineering,Bangalore
Android Controlled Robotics,RV College of Engineering,Bangalore
Android Controlled Robotics,RV College of Engineering,Bangalore
Cyber Forensics,Jntu college of engineering Anantapuramu,Anantapur
Pravega Accommodation for 2 nights,Jntu college of engineering Anantapuramu,Anantapur
Android Controlled Robotics,Gitam university,Bangalore
Android Controlled Robotics,GITAM UNIVERSITY/DODDABALLAPUR,Doddaballapur
Quadcopter Workshop,SJCE Mysore,Mysore
Pravega Accommodation for 2 nights,SJCE Mysore,Mysore
Quadcopter Workshop,Sjce mysore,Mysore
Quadcopter Workshop,Sjce mysore,Mysore
Quadcopter Workshop,Sjce mysore,Mysore
Pravega Accommodation for 2 nights,Sjce mysore,Mysore
Pravega Accommodation for 2 nights,Sjce,Bangalore
Pravega Accommodation for 2 nights,Sjce mysore,Mysore
Cyber Forensics,SJCE MYSORE,Mysore
Cyber Forensics,sjce mysore,Mysore
Cyber Forensics,"SJCE,MYSORE",Mysore
Pravega Accommodation for 2 nights,Sjce Mysore,Mysore
Pravega Accommodation for 2 nights,sjce mysore,Mysore
Pravega Accommodation for 2 nights,"SJCE,MYSORE",Mysore
Cyber Forensics,sjce mysore,Mysore
Pravega Accommodation for 2 nights,Sjce mysore,Mysore
Touch and Augmented Reality,GITAM School of Technology,Bangalore
Quadcopter Workshop,"Jss science and technology university (formerly SJCE), Mysore",Mysore
Pravega Accommodation for 2 nights,"Jss science and technology university (formerly SJCE), Mysore",Mysore
Spray Paint Art,Indian Institute of Science,Bangalore
Big Data,Sir MVIT/Bangalore,Bangalore
Android Controlled Robotics,"PES University, Bangalore",Bangalore
Big Data,Rvr &jc college of engineering,Guntur
Quadcopter Workshop,MYSURU,Mysore
Big Data,SATHYABAMA UNIVERSITY,Chennai
Big Data,SATHYABAMA UNIVERSITY,Chennai
Pravega Accommodation for 2 nights,SATHYABAMA UNIVERSITY,Chennai
Pravega Accommodation for 2 nights,SATHYABAMA UNIVERSITY,Chennai
Big Data,Satyabama university,Bangalore
Big Data,Satyabama university,Bangalore
Big Data,Satyabama university,Bangalore
Big Data,JSSATE,Bangalore
Android Controlled Robotics,GITAM University,Bangalore
Automobile and IC Engine Design,SJCE,Bangalore
Quadcopter Workshop,SJCE / MYSORE,Mysore
Cyber Forensics,RV COLLEGE OF ENGINEERING,Bangalore
General Registration,Indian Institute of Science Education and Research Tirupati,Tirupati
Pravega Accommodation for 2 nights,IISER-Trivandrum,Trichy
Pravega Accommodation for 2 nights,IISER-Trivandrum,Trichy
Pravega Accommodation for 2 nights,IISER-Trivandrum,Trichy
Pravega Accommodation for 2 nights,IISER-Trivandrum,Trichy
Pravega Accommodation for 2 nights,IISER-Trivandrum,Trichy
Pravega Accommodation for 2 nights,IISER-Trivandrum,Trichy
General Registration,IISER-Trivandrum,Trichy
General Registration,IISER-Trivandrum,Trichy
General Registration,IISER-Trivandrum,Trichy
General Registration,IISER-Trivandrum,Trichy
